3.037,0.426,0.429
3.043,0.426,0.429
3.048,0.425,0.429
3.053,0.425,0.429
3.059,0.424,0.429
3.064,0.424,0.429
3.07,0.423,0.429
3.076,0.423,0.429
3.083,0.422,0.429
3.091,0.421,0.429
3.1,0.421,0.429
3.112,0.42,0.428
3.13,0.418,0.428
3.158,0.415,0.428
3.169,0.414,0.428
3.179,0.413,0.428
3.188,0.412,0.428
3.197,0.411,0.427
3.205,0.41,0.427
3.214,0.409,0.427
3.224,0.408,0.427
3.236,0.407,0.427
3.251,0.405,0.427
3.275,0.403,0.427
3.31,0.4,0.426
3.334,0.398,0.426
3.35,0.397,0.426
3.365,0.395,0.426
3.38,0.394,0.426
3.396,0.392,0.425
3.419,0.391,0.425
3.452,0.389,0.425
3.472,0.387,0.425
3.49,0.386,0.425
3.509,0.384,0.425
3.531,0.383,0.424
3.556,0.381,0.424
3.593,0.374,0.424
3.603,0.373,0.423
3.612,0.372,0.423
3.622,0.372,0.423
3.633,0.371,0.423
3.649,0.37,0.423
3.672,0.368,0.423
3.707,0.366,0.423
3.73,0.365,0.423
3.742,0.364,0.423
3.753,0.363,0.423
3.765,0.362,0.422
3.779,0.36,0.422
3.8,0.357,0.422
3.831,0.356,0.422
3.878,0.353,0.421
3.926,0.35,0.421
3.967,0.347,0.421
4.017,0.345,0.421
4.067,0.341,0.42
4.117,0.339,0.42
4.163,0.336,0.42
4.213,0.333,0.42
4.263,0.329,0.419
4.287,0.326,0.419
4.304,0.324,0.419
4.32,0.324,0.419
4.344,0.323,0.419
4.379,0.322,0.419
4.401,0.321,0.419
4.416,0.319,0.419
4.434,0.317,0.418
4.461,0.315,0.418
4.501,0.313,0.418
4.551,0.31,0.418
4.601,0.308,0.418
4.651,0.303,0.417
4.671,0.302,0.417
4.693,0.301,0.417
4.724,0.299,0.417
4.77,0.297,0.417
4.82,0.296,0.417
4.836,0.295,0.417
4.85,0.295,0.417
4.864,0.295,0.417
4.877,0.295,0.417
4.889,0.295,0.417
4.902,0.295,0.417
4.917,0.294,0.417
4.935,0.294,0.416
4.963,0.293,0.416
5.005,0.29,0.416
5.02,0.289,0.416
5.033,0.288,0.416
5.043,0.287,0.416
5.054,0.287,0.416
5.063,0.286,0.416
5.073,0.286,0.416
5.083,0.285,0.416
5.094,0.285,0.416
5.106,0.284,0.416
5.119,0.283,0.416
5.134,0.282,0.416
# Event EJECTION_CHARGE occurred at t=5.15 seconds
5.15,0.28,0.415
5.174,0.279,0.415
5.211,0.276,0.415
5.244,0.275,0.415
5.258,0.273,0.415
5.273,0.271,0.415
5.292,0.268,0.415
5.32,0.267,0.414
5.348,0.266,0.414
5.369,0.265,0.414
5.39,0.264,0.414
5.413,0.263,0.414
5.443,0.262,0.414
5.488,0.259,0.414
5.538,0.257,0.414
5.567,0.255,0.414
5.59,0.253,0.414
5.609,0.253,0.414
5.632,0.253,0.414
5.667,0.253,0.414
5.717,0.252,0.414
5.74,0.251,0.413
5.774,0.247,0.413
5.824,0.244,0.413
5.874,0.242,0.413
5.924,0.239,0.413
5.974,0.237,0.413
6.024,0.235,0.412
6.074,0.232,0.412
6.124,0.23,0.412
6.174,0.227,0.412
6.224,0.224,0.412
6.274,0.223,0.412
6.324,0.223,0.412
6.374,0.223,0.412
6.4,0.224,0.412
6.421,0.224,0.412
6.445,0.223,0.412
6.476,0.223,0.412
6.523,0.222,0.412
6.573,0.223,0.412
6.623,0.221,0.412
6.651,0.219,0.411
6.67,0.219,0.411
6.69,0.219,0.411
6.711,0.218,0.411
6.733,0.217,0.411
6.756,0.215,0.411
6.779,0.212,0.411
6.798,0.209,0.411
6.817,0.208,0.411
6.837,0.206,0.411
6.863,0.205,0.411
6.902,0.202,0.411
6.952,0.199,0.41
6.992,0.199,0.41
7.009,0.198,0.41
7.025,0.197,0.41
7.041,0.196,0.41
7.058,0.195,0.41
7.074,0.196,0.41
7.088,0.197,0.41
7.101,0.197,0.41
7.113,0.197,0.41
7.126,0.196,0.41
7.14,0.196,0.41
7.155,0.196,0.41
7.172,0.195,0.41
7.195,0.194,0.41
7.228,0.193,0.41
7.278,0.193,0.41
7.328,0.191,0.41
7.349,0.19,0.41
7.367,0.189,0.41
7.384,0.189,0.41
7.401,0.189,0.41
7.418,0.19,0.41
7.437,0.19,0.41
7.46,0.19,0.41
7.486,0.188,0.41
7.514,0.186,0.41
7.54,0.182,0.41
7.562,0.18,0.409
7.587,0.179,0.409
7.621,0.178,0.409
7.671,0.177,0.409
7.718,0.177,0.409
7.74,0.178,0.409
7.756,0.178,0.409
7.771,0.175,0.409
7.789,0.173,0.409
7.812,0.171,0.409
7.838,0.171,0.409
7.863,0.17,0.409
7.894,0.165,0.409
7.941,0.162,0.409
7.991,0.158,0.409
8.03,0.156,0.408
8.061,0.154,0.408
8.089,0.152,0.408
8.116,0.152,0.408
8.155,0.155,0.408
8.205,0.151,0.408
8.255,0.146,0.408
8.305,0.144,0.408
8.355,0.14,0.408
8.405,0.144,0.408
8.439,0.141,0.408
8.477,0.141,0.408
8.507,0.142,0.408
8.531,0.143,0.408
8.554,0.144,0.408
8.575,0.143,0.408
8.599,0.142,0.408
8.628,0.14,0.408
8.669,0.138,0.408
8.719,0.136,0.408
8.769,0.134,0.408
8.819,0.129,0.407
8.848,0.129,0.407
8.878,0.129,0.407
8.91,0.128,0.407
8.94,0.124,0.407
8.968,0.123,0.407
8.997,0.124,0.407
9.032,0.124,0.407
9.081,0.124,0.407
9.131,0.127,0.407
9.181,0.127,0.407
9.222,0.127,0.407
9.257,0.128,0.407
9.286,0.13,0.407
9.31,0.131,0.407
9.333,0.13,0.407
9.357,0.129,0.407
9.386,0.127,0.407
9.425,0.126,0.407
9.475,0.125,0.407
9.525,0.122,0.407
9.575,0.118,0.407
9.625,0.118,0.407
9.669,0.119,0.407
9.715,0.117,0.407
9.756,0.117,0.407
9.802,0.117,0.407
9.852,0.125,0.407
9.902,0.12,0.407
9.952,0.118,0.407
10.002,0.115,0.407
10.052,0.116,0.407
10.102,0.114,0.407
10.152,0.11,0.407
10.202,0.109,0.407
10.252,0.114,0.407
10.302,0.113,0.407
10.352,0.109,0.407
10.402,0.111,0.407
10.452,0.113,0.407
10.502,0.107,0.407
10.552,0.109,0.407
10.602,0.109,0.407
10.652,0.104,0.407
10.702,0.101,0.407
10.752,0.106,0.407
10.802,0.109,0.407
10.852,0.107,0.407
10.902,0.107,0.407
10.952,0.103,0.407
11.002,0.102,0.407
11.052,0.108,0.407
11.102,0.109,0.407
11.152,0.11,0.407
11.202,0.105,0.407
11.252,0.111,0.407
11.302,0.111,0.407
11.352,0.11,0.407
11.402,0.109,0.407
# Event APOGEE occurred at t=11.452 seconds
11.452,0.112,0.407
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=11.453 seconds
11.502,0.111,0.407
11.503,0.111,NaN
11.505,0.111,NaN
11.507,0.111,NaN
11.509,0.11,NaN
11.511,0.109,NaN
11.513,0.109,NaN
11.515,0.108,NaN
11.517,0.108,NaN
11.519,0.107,NaN
11.521,0.106,NaN
11.523,0.106,NaN
11.525,0.105,NaN
11.527,0.105,NaN
11.53,0.104,NaN
11.532,0.103,NaN
11.534,0.103,NaN
11.536,0.102,NaN
11.539,0.101,NaN
11.541,0.101,NaN
11.544,0.1,NaN
11.546,0.1,NaN
11.549,0.099,NaN
11.551,0.098,NaN
11.554,0.098,NaN
11.557,0.097,NaN
11.561,0.096,NaN
11.564,0.096,NaN
11.567,0.095,NaN
11.571,0.094,NaN
11.574,0.094,NaN
11.578,0.093,NaN
11.581,0.092,NaN
11.585,0.092,NaN
11.589,0.091,NaN
11.593,0.09,NaN
11.597,0.09,NaN
11.601,0.089,NaN
11.605,0.088,NaN
11.607,0.087,NaN
11.61,0.086,NaN
11.613,0.086,NaN
11.616,0.085,NaN
11.619,0.084,NaN
11.622,0.083,NaN
11.625,0.083,NaN
11.628,0.082,NaN
11.631,0.081,NaN
11.634,0.08,NaN
11.638,0.079,NaN
11.641,0.079,NaN
11.645,0.078,NaN
11.648,0.077,NaN
11.652,0.076,NaN
11.657,0.076,NaN
11.666,0.075,NaN
11.675,0.074,NaN
11.684,0.073,NaN
11.694,0.072,NaN
11.704,0.072,NaN
11.712,0.071,NaN
11.719,0.069,NaN
11.726,0.068,NaN
11.733,0.068,NaN
11.741,0.067,NaN
11.748,0.066,NaN
11.756,0.065,NaN
11.77,0.064,NaN
11.788,0.063,NaN
11.806,0.062,NaN
11.819,0.061,NaN
11.826,0.059,NaN
11.835,0.058,NaN
11.843,0.057,NaN
11.852,0.056,NaN
11.861,0.055,NaN
11.869,0.053,NaN
11.877,0.052,NaN
11.885,0.051,NaN
11.894,0.05,NaN
11.903,0.049,NaN
11.922,0.048,NaN
11.946,0.049,NaN
11.97,0.05,NaN
12.121,0.05,NaN
12.138,0.038,NaN
12.158,0.036,NaN
12.192,0.035,NaN
12.341,0.035,NaN
12.44,0.033,NaN
12.481,0.029,NaN
12.558,0.028,NaN
12.59,0.033,NaN
12.647,0.032,NaN
12.719,0.034,NaN
12.843,0.035,NaN
13.095,0.035,NaN
13.196,0.032,NaN
13.398,0.032,NaN
13.481,0.036,NaN
13.517,0.033,NaN
13.609,0.033,NaN
13.937,0.033,NaN
14.069,0.037,NaN
14.539,0.038,NaN
14.737,0.035,NaN
14.845,0.034,NaN
14.968,0.034,NaN
15.468,0.034,NaN
15.63,0.037,NaN
15.734,0.036,NaN
15.772,0.035,NaN
15.86,0.035,NaN
15.929,0.036,NaN
15.995,0.037,NaN
16.085,0.038,NaN
16.128,0.036,NaN
16.2,0.036,NaN
16.432,0.037,NaN
16.49,0.035,NaN
16.777,0.035,NaN
16.956,0.035,NaN
17.109,0.035,NaN
17.491,0.035,NaN
17.79,0.036,NaN
18.29,0.036,NaN
18.432,0.036,NaN
18.932,0.036,NaN
19.042,0.036,NaN
19.178,0.037,NaN
19.249,0.035,NaN
19.316,0.035,NaN
19.816,0.035,NaN
20.135,0.036,NaN
20.248,0.036,NaN
20.43,0.036,NaN
20.479,0.036,NaN
20.759,0.036,NaN
21.259,0.036,NaN
21.594,0.035,NaN
22.094,0.036,NaN
22.594,0.035,NaN
23.094,0.036,NaN
23.368,0.036,NaN
23.469,0.038,NaN
23.669,0.037,NaN
23.848,0.036,NaN
23.973,0.037,NaN
24.092,0.036,NaN
24.195,0.035,NaN
24.417,0.035,NaN
24.499,0.036,NaN
24.826,0.036,NaN
24.998,0.035,NaN
25.498,0.035,NaN
25.696,0.036,NaN
26.106,0.036,NaN
26.256,0.035,NaN
26.756,0.035,NaN
27.118,0.036,NaN
27.618,0.035,NaN
27.916,0.035,NaN
28.416,0.035,NaN
28.563,0.038,NaN
28.608,0.035,NaN
28.647,0.035,NaN
28.74,0.035,NaN
28.904,0.035,NaN
29.025,0.035,NaN
29.162,0.035,NaN
29.662,0.035,NaN
29.887,0.035,NaN
30.068,0.035,NaN
30.21,0.035,NaN
30.336,0.035,NaN
30.615,0.035,NaN
30.807,0.036,NaN
31.211,0.036,NaN
31.711,0.035,NaN
32.067,0.035,NaN
32.567,0.035,NaN
33.067,0.035,NaN
33.567,0.035,NaN
33.768,0.036,NaN
34.268,0.036,NaN
34.639,0.035,NaN
35.139,0.035,NaN
35.347,0.035,NaN
35.461,0.035,NaN
35.961,0.035,NaN
36.362,0.035,NaN
36.832,0.035,NaN
37.332,0.035,NaN
37.676,0.036,NaN
37.767,0.036,NaN
37.865,0.036,NaN
37.892,0.035,NaN
37.937,0.035,NaN
38.023,0.036,NaN
38.08,0.035,NaN
38.14,0.035,NaN
38.251,0.035,NaN
38.315,0.035,NaN
38.436,0.035,NaN
38.491,0.037,NaN
38.556,0.036,NaN
38.616,0.035,NaN
38.654,0.036,NaN
38.744,0.036,NaN
38.802,0.035,NaN
38.89,0.035,NaN
38.962,0.035,NaN
39.345,0.035,NaN
39.417,0.038,NaN
39.469,0.036,NaN
39.966,0.036,NaN
40.466,0.037,NaN
40.556,0.035,NaN
40.687,0.034,NaN
41.187,0.034,NaN
41.37,0.035,NaN
41.446,0.035,NaN
41.523,0.035,NaN
41.575,0.035,NaN
41.757,0.035,NaN
42.183,0.035,NaN
42.683,0.035,NaN
43.037,0.036,NaN
43.238,0.035,NaN
43.738,0.035,NaN
44.238,0.035,NaN
44.563,0.035,NaN
44.755,0.035,NaN
45.255,0.035,NaN
45.475,0.035,NaN
45.95,0.035,NaN
46.319,0.036,NaN
46.445,0.034,NaN
46.509,0.035,NaN
46.544,0.036,NaN
46.797,0.036,NaN
47.019,0.035,NaN
47.443,0.036,NaN
47.581,0.034,NaN
47.7,0.034,NaN
47.81,0.035,NaN
47.869,0.037,NaN
48.17,0.037,NaN
48.232,0.034,NaN
48.478,0.034,NaN
48.719,0.035,NaN
49.219,0.035,NaN
49.482,0.036,NaN
49.605,0.035,NaN
49.692,0.034,NaN
50.192,0.034,NaN
50.593,0.035,NaN
50.73,0.035,NaN
50.788,0.035,NaN
50.898,0.035,NaN
51.135,0.035,NaN
51.356,0.035,NaN
51.856,0.035,NaN
52.356,0.035,NaN
52.856,0.035,NaN
53.228,0.035,NaN
53.352,0.035,NaN
53.421,0.035,NaN
53.478,0.035,NaN
53.93,0.035,NaN
54.014,0.037,NaN
54.062,0.036,NaN
54.241,0.035,NaN
54.741,0.035,NaN
54.996,0.034,NaN
55.496,0.034,NaN
55.754,0.035,NaN
56.254,0.035,NaN
56.754,0.035,NaN
57.254,0.035,NaN
57.568,0.034,NaN
57.644,0.036,NaN
57.705,0.035,NaN
57.821,0.035,NaN
57.901,0.034,NaN
58.058,0.034,NaN
58.149,0.035,NaN
58.258,0.035,NaN
58.349,0.034,NaN
58.795,0.034,NaN
59.083,0.035,NaN
59.583,0.035,NaN
59.743,0.035,NaN
60.243,0.035,NaN
60.418,0.035,NaN
60.684,0.035,NaN
60.854,0.036,NaN
61.354,0.036,NaN
61.475,0.034,NaN
61.547,0.034,NaN
61.804,0.034,NaN
62.254,0.034,NaN
62.433,0.035,NaN
62.509,0.037,NaN
62.742,0.036,NaN
62.904,0.035,NaN
62.982,0.037,NaN
63.079,0.036,NaN
63.136,0.034,NaN
63.285,0.034,NaN
63.407,0.034,NaN
63.478,0.034,NaN
63.602,0.034,NaN
64.102,0.034,NaN
64.393,0.034,NaN
64.893,0.035,NaN
65.316,0.034,NaN
65.493,0.035,NaN
65.581,0.034,NaN
65.779,0.034,NaN
65.87,0.035,NaN
65.94,0.034,NaN
66.013,0.034,NaN
66.072,0.035,NaN
66.572,0.035,NaN
66.673,0.035,NaN
66.797,0.034,NaN
66.842,0.034,NaN
67.001,0.034,NaN
67.106,0.034,NaN
67.195,0.034,NaN
67.695,0.034,NaN
68.108,0.035,NaN
68.608,0.035,NaN
69.028,0.034,NaN
69.189,0.034,NaN
69.689,0.034,NaN
70.189,0.035,NaN
70.566,0.035,NaN
70.662,0.034,NaN
70.763,0.034,NaN
70.889,0.034,NaN
71.09,0.034,NaN
71.308,0.034,NaN
71.472,0.034,NaN
71.622,0.034,NaN
72.122,0.034,NaN
72.222,0.039,NaN
72.366,0.038,NaN
72.429,0.035,NaN
72.523,0.035,NaN
72.772,0.034,NaN
72.888,0.034,NaN
72.974,0.034,NaN
73.123,0.034,NaN
73.216,0.034,NaN
73.271,0.035,NaN
73.771,0.035,NaN
73.919,0.034,NaN
74.419,0.034,NaN
74.802,0.034,NaN
75.233,0.034,NaN
75.461,0.034,NaN
75.961,0.034,NaN
76.167,0.035,NaN
76.324,0.035,NaN
76.438,0.037,NaN
76.502,0.035,NaN
76.612,0.034,NaN
76.824,0.034,NaN
76.91,0.034,NaN
76.956,0.035,NaN
77.012,0.035,NaN
77.372,0.035,NaN
77.521,0.034,NaN
